Steps out_loss reg_loss point_loss train_accuracy time memory
35390 0.062 20.080 0.685 0.98 9088.17 5191.3
35391 0.088 20.080 0.684 0.97 9088.31 5191.3
35392 0.077 20.080 0.665 0.97 9088.45 5191.3
35393 0.094 20.080 0.613 0.96 9088.58 5191.3
35395 0.093 20.080 0.651 0.97 9091.00 5192.9
35396 0.091 20.080 0.646 0.97 9091.15 5192.9
35397 0.079 20.080 0.632 0.97 9091.29 5192.9
35398 0.116 20.080 0.698 0.96 9091.43 5192.9
35399 0.075 20.080 0.715 0.97 9091.56 5192.9
35400 0.078 20.080 0.687 0.97 9091.72 5192.9
35401 0.074 20.080 0.666 0.97 9091.87 5192.9
35402 0.072 20.080 0.680 0.97 9092.01 5192.9
35403 0.068 20.080 0.669 0.98 9092.14 5192.9
35404 0.090 20.080 0.646 0.96 9092.29 5192.9
35405 0.069 20.080 0.712 0.97 9092.43 5192.9
35406 0.091 20.080 0.638 0.96 9092.57 5192.9
35407 0.059 20.080 0.645 0.98 9092.70 5192.9
35408 0.094 20.080 0.623 0.97 9092.82 5192.9
35410 0.075 20.080 0.707 0.97 9095.25 5194.0
35411 0.130 20.080 0.736 0.95 9095.40 5194.0
35412 0.066 20.080 0.677 0.97 9095.53 5194.0
35413 0.091 20.080 0.673 0.97 9095.66 5194.0
35414 0.079 20.080 0.636 0.97 9095.80 5194.0
35415 0.088 20.080 0.696 0.97 9095.93 5194.0
35416 0.094 20.080 0.630 0.96 9096.06 5194.0
35417 0.073 20.080 0.649 0.98 9096.18 5194.0
35418 0.096 20.080 0.637 0.96 9096.31 5194.0
35419 0.068 20.080 0.702 0.98 9096.47 5194.0
35420 0.070 20.080 0.697 0.97 9096.61 5194.0
35421 0.076 20.080 0.656 0.97 9096.74 5194.0
35422 0.058 20.080 0.679 0.98 9096.87 5194.0
35423 0.096 20.080 0.649 0.96 9097.02 5194.0
35424 0.114 20.080 0.629 0.96 9097.09 5194.0
35426 0.076 20.080 0.721 0.97 9099.53 5195.6
35427 0.063 20.080 0.675 0.97 9099.67 5195.6
35428 0.111 20.080 0.636 0.96 9099.83 5195.6
35429 0.134 20.080 0.649 0.95 9099.98 5195.6
35430 0.080 20.080 0.665 0.97 9100.12 5195.6
35431 0.070 20.080 0.693 0.97 9100.24 5195.6
35432 0.102 20.080 0.689 0.96 9100.38 5195.6
35433 0.097 20.080 0.670 0.96 9100.51 5195.6
35434 0.073 20.080 0.645 0.97 9100.66 5195.6
35435 0.074 20.080 0.639 0.97 9100.79 5195.6
35436 0.088 20.080 0.687 0.97 9100.93 5195.6
35437 0.079 20.080 0.690 0.97 9101.06 5195.6
35438 0.068 20.080 0.686 0.97 9101.20 5195.6
35439 0.071 20.080 0.639 0.98 9101.33 5195.6
35440 0.057 20.080 0.637 0.98 9101.40 5195.6
35442 0.064 20.080 0.656 0.98 9103.81 5196.7
35443 0.084 20.080 0.650 0.97 9103.96 5196.7
35444 0.055 20.080 0.695 0.98 9104.10 5196.7
35445 0.080 20.080 0.697 0.97 9104.25 5196.7
35446 0.114 20.080 0.624 0.96 9104.39 5196.7
35447 0.084 20.080 0.730 0.97 9104.54 5196.7
35448 0.088 20.080 0.669 0.97 9104.67 5196.7
35449 0.068 20.080 0.674 0.97 9104.82 5196.7
35450 0.090 20.080 0.626 0.97 9104.97 5196.7
35451 0.121 20.080 0.668 0.95 9105.09 5196.7
35452 0.077 20.080 0.666 0.97 9105.24 5196.7
35453 0.062 20.080 0.702 0.98 9105.39 5196.7
35454 0.089 20.080 0.672 0.96 9105.53 5196.7
35455 0.066 20.080 0.649 0.98 9105.64 5196.7
35457 0.069 20.080 0.728 0.97 9108.04 5198.3
35458 0.075 20.080 0.664 0.97 9108.20 5198.3
35459 0.061 20.080 0.706 0.98 9108.35 5198.3
35460 0.077 20.080 0.649 0.97 9108.50 5198.3
35461 0.088 20.080 0.643 0.97 9108.62 5198.3
35462 0.118 20.080 0.726 0.96 9108.76 5198.3
35463 0.053 20.080 0.706 0.98 9108.89 5198.3
35464 0.099 20.080 0.636 0.96 9109.04 5198.3
35465 0.084 20.080 0.648 0.97 9109.17 5198.3
35466 0.099 20.080 0.682 0.96 9109.31 5198.3
35467 0.091 20.080 0.664 0.97 9109.45 5198.3
35468 0.076 20.080 0.686 0.97 9109.57 5198.3
35469 0.090 20.080 0.630 0.97 9109.70 5198.3
35470 0.069 20.080 0.691 0.97 9109.83 5198.3
35471 0.079 20.080 0.622 0.97 9109.91 5198.3
35473 0.068 20.080 0.649 0.98 9112.36 5199.4
35474 0.081 20.080 0.674 0.97 9112.51 5199.4
35475 0.098 20.080 0.667 0.96 9112.65 5199.4
35476 0.075 20.080 0.687 0.97 9112.80 5199.4
35477 0.080 20.080 0.657 0.97 9112.94 5199.4
35478 0.070 20.080 0.720 0.97 9113.07 5199.4
35479 0.093 20.080 0.652 0.96 9113.20 5199.4
35480 0.090 20.080 0.631 0.97 9113.33 5199.4
35481 0.068 20.080 0.692 0.97 9113.44 5199.4
35482 0.103 20.080 0.639 0.96 9113.59 5199.4
35483 0.101 20.080 0.635 0.96 9113.75 5199.4
35484 0.078 20.080 0.665 0.97 9113.89 5199.4
35485 0.087 20.080 0.728 0.97 9114.01 5199.4
35486 0.066 20.080 0.662 0.97 9114.15 5199.4
35487 0.156 20.080 0.769 0.95 9114.22 5199.4
35489 0.098 20.080 0.708 0.96 9116.67 5201.0
35490 0.070 20.080 0.731 0.97 9116.80 5201.0
35491 0.093 20.080 0.623 0.96 9116.94 5201.0
35492 0.085 20.080 0.693 0.97 9117.07 5201.0
35493 0.101 20.080 0.642 0.96 9117.21 5201.0
35494 0.091 20.080 0.649 0.97 9117.34 5201.0
35495 0.081 20.080 0.624 0.97 9117.47 5201.0
35496 0.079 20.080 0.652 0.97 9117.61 5201.0
35497 0.079 20.080 0.688 0.97 9117.76 5201.0
35498 0.085 20.080 0.696 0.97 9117.88 5201.0
35499 0.071 20.080 0.651 0.97 9118.02 5201.0
35500 0.062 20.080 0.735 0.97 9118.17 5201.0
35501 0.093 20.080 0.649 0.96 9118.32 5201.0
35502 0.082 20.080 0.679 0.97 9118.46 5201.0
35503 0.093 20.080 0.825 0.96 9118.52 5201.0
35505 0.081 20.080 0.669 0.97 9120.94 5202.6
35506 0.090 20.080 0.652 0.96 9121.09 5202.6
35507 0.073 20.080 0.647 0.97 9121.23 5202.6
35508 0.091 20.080 0.704 0.96 9121.38 5202.6
35509 0.081 20.080 0.688 0.97 9121.53 5202.6
35510 0.070 20.080 0.704 0.97 9121.67 5202.6
35511 0.096 20.080 0.654 0.96 9121.82 5202.6
35512 0.081 20.080 0.656 0.97 9121.96 5202.6
35513 0.080 20.080 0.667 0.97 9122.08 5202.6
35514 0.070 20.080 0.659 0.98 9122.23 5202.6
35515 0.105 20.080 0.679 0.96 9122.37 5202.6
35516 0.075 20.080 0.672 0.97 9122.52 5202.6
35517 0.075 20.080 0.636 0.97 9122.65 5202.6
35518 0.080 20.080 0.714 0.97 9122.76 5202.6
35520 0.073 20.080 0.704 0.97 9125.19 5203.2
35521 0.091 20.080 0.668 0.96 9125.33 5203.2
35522 0.072 20.080 0.662 0.97 9125.48 5203.2
35523 0.105 20.080 0.664 0.96 9125.62 5203.2
35524 0.077 20.080 0.694 0.97 9125.76 5203.2
35525 0.089 20.080 0.702 0.96 9125.90 5203.2
35526 0.082 20.080 0.706 0.97 9126.03 5203.2
35527 0.118 20.080 0.638 0.96 9126.18 5203.2
35528 0.066 20.080 0.688 0.97 9126.32 5203.2
35529 0.081 20.080 0.666 0.97 9126.44 5203.2
35530 0.082 20.080 0.653 0.97 9126.59 5203.2
35531 0.086 20.080 0.643 0.97 9126.75 5203.2
35532 0.071 20.080 0.657 0.97 9126.89 5203.2
35533 0.061 20.080 0.642 0.98 9127.03 5203.2
35535 0.098 20.080 0.709 0.96 9129.49 5205.0
35536 0.073 20.080 0.682 0.98 9129.63 5205.0
35537 0.064 20.080 0.701 0.98 9129.78 5205.0
35538 0.111 20.080 0.650 0.96 9129.93 5205.0
35539 0.089 20.080 0.636 0.97 9130.06 5205.0
35540 0.095 20.080 0.647 0.96 9130.19 5205.0
35541 0.067 20.080 0.672 0.98 9130.33 5205.0
35542 0.105 20.080 0.654 0.95 9130.46 5205.0
35543 0.068 20.080 0.684 0.97 9130.60 5205.0
35544 0.067 20.080 0.689 0.98 9130.74 5205.0
35545 0.079 20.080 0.651 0.97 9130.89 5205.0
35546 0.062 20.080 0.716 0.98 9131.03 5205.0
35547 0.064 20.080 0.694 0.98 9131.16 5205.0
35548 0.106 20.080 0.624 0.96 9131.30 5205.0
35550 0.082 20.080 0.652 0.97 9133.72 5206.7
35551 0.090 20.080 0.702 0.97 9133.84 5206.7
35552 0.072 20.080 0.742 0.97 9133.97 5206.7
35553 0.089 20.080 0.648 0.97 9134.12 5206.7
35554 0.101 20.080 0.657 0.96 9134.26 5206.7
35555 0.076 20.080 0.663 0.97 9134.39 5206.7
35556 0.079 20.080 0.692 0.97 9134.53 5206.7
35557 0.123 20.080 0.657 0.95 9134.66 5206.7
35558 0.077 20.080 0.676 0.97 9134.80 5206.7
35559 0.083 20.080 0.658 0.97 9134.94 5206.7
35560 0.068 20.080 0.665 0.97 9135.09 5206.7
35561 0.083 20.080 0.666 0.97 9135.24 5206.7
35562 0.104 20.080 0.636 0.96 9135.39 5206.7
35563 0.072 20.080 0.716 0.97 9135.54 5206.7
35565 0.068 20.080 0.661 0.98 9137.99 5206.7
35566 0.093 20.080 0.641 0.97 9138.15 5206.7
35567 0.059 20.080 0.646 0.98 9138.31 5206.7
35568 0.082 20.080 0.715 0.97 9138.45 5206.7
35569 0.089 20.080 0.722 0.97 9138.58 5206.7
35570 0.075 20.080 0.637 0.97 9138.71 5206.7
35571 0.061 20.080 0.689 0.97 9138.85 5206.7
35572 0.072 20.080 0.772 0.97 9138.96 5206.7
35573 0.098 20.080 0.656 0.97 9139.11 5206.7
35574 0.089 20.080 0.664 0.97 9139.27 5206.7
35575 0.077 20.080 0.674 0.97 9139.40 5206.7
35576 0.098 20.080 0.630 0.97 9139.54 5206.7
35577 0.092 20.080 0.703 0.96 9139.66 5206.7
35578 0.104 20.080 0.644 0.96 9139.79 5206.7
35580 0.092 20.080 0.688 0.97 9142.22 5207.2
35581 0.077 20.080 0.704 0.97 9142.35 5207.2
35582 0.068 20.080 0.670 0.97 9142.49 5207.2
35583 0.095 20.080 0.647 0.96 9142.63 5207.2
35584 0.084 20.080 0.683 0.97 9142.76 5207.2
35585 0.081 20.080 0.651 0.97 9142.90 5207.2
35586 0.094 20.080 0.692 0.96 9143.03 5207.2
35587 0.085 20.080 0.686 0.97 9143.16 5207.2
35588 0.115 20.080 0.645 0.95 9143.30 5207.2
35589 0.068 20.080 0.683 0.98 9143.45 5207.2
35590 0.071 20.080 0.653 0.97 9143.60 5207.2
35591 0.077 20.080 0.688 0.97 9143.73 5207.2
35592 0.089 20.080 0.692 0.97 9143.86 5207.2
35593 0.070 20.080 0.671 0.97 9144.00 5207.2
35594 0.073 20.080 0.723 0.97 9144.09 5207.2
35596 0.081 20.080 0.637 0.97 9148.13 5228.6
35597 0.071 20.080 0.695 0.97 9148.25 5228.6
35598 0.086 20.080 0.711 0.97 9148.40 5228.6
35599 0.069 20.080 0.684 0.97 9148.54 5228.6
35600 0.067 20.080 0.671 0.97 9148.68 5228.6
35601 0.090 20.080 0.637 0.97 9148.82 5228.6
35602 0.114 20.080 0.641 0.96 9148.96 5228.6
35603 0.109 20.080 0.677 0.96 9149.10 5228.6
35604 0.084 20.080 0.672 0.97 9149.24 5228.6
35605 0.076 20.080 0.660 0.97 9149.38 5228.6
35606 0.083 20.080 0.653 0.97 9149.53 5228.6
35607 0.078 20.080 0.670 0.97 9149.66 5228.6
35608 0.069 20.080 0.688 0.97 9149.80 5228.6
35609 0.090 20.080 0.732 0.97 9149.93 5228.6
35611 0.076 20.080 0.673 0.97 9152.39 5228.6
35612 0.075 20.080 0.656 0.97 9152.55 5228.6
35613 0.077 20.080 0.662 0.97 9152.70 5228.6
35614 0.097 20.080 0.682 0.96 9152.84 5228.6
35615 0.085 20.080 0.696 0.97 9152.99 5228.6
35616 0.080 20.080 0.646 0.97 9153.14 5228.6
35617 0.090 20.080 0.670 0.96 9153.28 5228.6
35618 0.093 20.080 0.680 0.96 9153.41 5228.6
35619 0.083 20.080 0.648 0.97 9153.57 5228.6
35620 0.098 20.080 0.780 0.96 9153.69 5228.6
35621 0.082 20.080 0.630 0.97 9153.83 5228.6
35622 0.085 20.080 0.661 0.97 9153.97 5228.6
35623 0.065 20.080 0.657 0.98 9154.10 5228.6
35624 0.081 20.080 0.721 0.97 9154.22 5228.6
35626 0.071 20.080 0.676 0.97 9156.64 5228.6
35627 0.076 20.080 0.666 0.97 9156.79 5228.6
35628 0.076 20.080 0.680 0.97 9156.94 5228.6
35629 0.097 20.080 0.675 0.96 9157.07 5228.6
35630 0.094 20.080 0.680 0.96 9157.18 5228.6
35631 0.079 20.080 0.699 0.97 9157.32 5228.6
35632 0.083 20.080 0.670 0.97 9157.46 5228.6
35633 0.080 20.080 0.632 0.97 9157.58 5228.6
35634 0.090 20.080 0.635 0.97 9157.71 5228.6
35635 0.074 20.080 0.711 0.97 9157.84 5228.6
35636 0.076 20.080 0.700 0.97 9157.98 5228.6
35637 0.090 20.080 0.617 0.97 9158.11 5228.6
35638 0.067 20.080 0.665 0.97 9158.23 5228.6
35639 0.111 20.080 0.659 0.96 9158.38 5228.6
35640 0.086 20.080 0.798 0.97 9158.50 5228.6
35642 0.066 20.080 0.694 0.98 9160.95 5228.6
35643 0.087 20.080 0.683 0.96 9161.09 5228.6
35644 0.097 20.080 0.652 0.96 9161.23 5228.6
35645 0.068 20.080 0.673 0.98 9161.37 5228.6
35646 0.065 20.080 0.651 0.98 9161.51 5228.6
35647 0.086 20.080 0.670 0.97 9161.66 5228.6
35648 0.062 20.080 0.660 0.98 9161.79 5228.6
35649 0.058 20.080 0.704 0.98 9161.91 5228.6
35650 0.088 20.080 0.623 0.97 9162.04 5228.6
35651 0.087 20.080 0.696 0.97 9162.19 5228.6
35652 0.072 20.080 0.646 0.98 9162.32 5228.6
35653 0.091 20.080 0.671 0.97 9162.45 5228.6
35654 0.098 20.080 0.630 0.96 9162.60 5228.6
35655 0.121 20.080 0.645 0.95 9162.75 5228.6
35656 0.125 20.080 0.814 0.95 9162.82 5228.6
35658 0.061 20.080 0.652 0.97 9165.23 5228.6
35659 0.095 20.080 0.691 0.96 9165.37 5228.6
35660 0.085 20.080 0.751 0.97 9165.52 5228.6
35661 0.119 20.080 0.647 0.96 9165.66 5228.6
35662 0.066 20.080 0.651 0.98 9165.81 5228.6
35663 0.091 20.080 0.697 0.97 9165.95 5228.6
35664 0.088 20.080 0.657 0.97 9166.09 5228.6
35665 0.081 20.080 0.644 0.97 9166.21 5228.6
35666 0.105 20.080 0.617 0.96 9166.35 5228.6
35667 0.097 20.080 0.668 0.96 9166.49 5228.6
35668 0.065 20.080 0.725 0.98 9166.63 5228.6
35669 0.086 20.080 0.652 0.96 9166.77 5228.6
35670 0.062 20.080 0.742 0.98 9166.92 5228.6
35671 0.090 20.080 0.617 0.97 9167.06 5228.6
35673 0.090 20.080 0.649 0.97 9169.51 5228.6
35674 0.061 20.080 0.743 0.98 9169.66 5228.6
35675 0.103 20.080 0.665 0.96 9169.81 5228.6
35676 0.088 20.080 0.671 0.97 9169.96 5228.6
35677 0.055 20.080 0.711 0.98 9170.10 5228.6
35678 0.081 20.080 0.675 0.97 9170.23 5228.6
35679 0.098 20.080 0.675 0.97 9170.37 5228.6
35680 0.082 20.080 0.669 0.96 9170.51 5228.6
35681 0.065 20.080 0.672 0.98 9170.66 5228.6
35682 0.080 20.080 0.639 0.97 9170.81 5228.6
35683 0.068 20.080 0.640 0.97 9170.96 5228.6
35684 0.073 20.080 0.685 0.97 9171.08 5228.6
35685 0.119 20.080 0.649 0.96 9171.22 5228.6
35686 0.107 20.080 0.740 0.96 9171.31 5228.6
35688 0.097 20.080 0.643 0.97 9173.73 5228.6
35689 0.091 20.080 0.630 0.96 9173.85 5228.6
35690 0.105 20.080 0.663 0.96 9173.99 5228.6
35691 0.079 20.080 0.720 0.97 9174.12 5228.6
35692 0.085 20.080 0.680 0.97 9174.27 5228.6
35693 0.069 20.080 0.667 0.98 9174.42 5228.6
35694 0.093 20.080 0.672 0.96 9174.55 5228.6
35695 0.068 20.080 0.737 0.97 9174.68 5228.6
35696 0.117 20.080 0.662 0.96 9174.82 5228.6
35697 0.067 20.080 0.662 0.97 9174.97 5228.6
35698 0.083 20.080 0.647 0.97 9175.11 5228.6
35699 0.072 20.080 0.667 0.97 9175.25 5228.6
35700 0.064 20.080 0.652 0.97 9175.38 5228.6
35701 0.090 20.080 0.705 0.96 9175.50 5228.6
35702 0.069 20.080 0.676 0.97 9175.57 5228.6
35704 0.100 20.080 0.657 0.97 9178.00 5228.6
35705 0.071 20.080 0.652 0.97 9178.13 5228.6
35706 0.117 20.080 0.678 0.95 9178.28 5228.6
35707 0.074 20.080 0.697 0.97 9178.41 5228.6
35708 0.079 20.080 0.658 0.97 9178.56 5228.6
35709 0.069 20.080 0.640 0.97 9178.68 5228.6
35710 0.089 20.080 0.633 0.96 9178.81 5228.6
35711 0.082 20.080 0.715 0.97 9178.95 5228.6
35712 0.079 20.080 0.645 0.97 9179.10 5228.6
35713 0.079 20.080 0.699 0.97 9179.22 5228.6
35714 0.066 20.080 0.666 0.97 9179.36 5228.6
35715 0.110 20.080 0.655 0.96 9179.49 5228.6
35716 0.061 20.080 0.704 0.98 9179.63 5228.6
35717 0.086 20.080 0.706 0.96 9179.77 5228.6
35718 0.104 20.080 0.709 0.96 9179.87 5228.6
35720 0.072 20.080 0.690 0.97 9182.29 5228.6
35721 0.081 20.080 0.665 0.97 9182.44 5228.6
35722 0.093 20.080 0.634 0.96 9182.57 5228.6
35723 0.125 20.080 0.673 0.95 9182.70 5228.6
35724 0.096 20.080 0.700 0.96 9182.84 5228.6
35725 0.059 20.080 0.717 0.98 9182.96 5228.6
35726 0.096 20.080 0.669 0.96 9183.11 5228.6
35727 0.065 20.080 0.685 0.98 9183.26 5228.6
35728 0.084 20.080 0.648 0.97 9183.41 5228.6
35729 0.088 20.080 0.637 0.97 9183.54 5228.6
35730 0.069 20.080 0.692 0.97 9183.68 5228.6
35731 0.089 20.080 0.646 0.97 9183.82 5228.6
35732 0.054 20.080 0.694 0.98 9183.95 5228.6
35733 0.074 20.080 0.650 0.97 9184.06 5228.6
35734 0.161 20.080 0.616 0.94 9184.17 5228.6
35736 0.110 20.080 0.621 0.96 9186.62 5228.6
35737 0.073 20.080 0.749 0.97 9186.75 5228.6
35738 0.077 20.080 0.764 0.97 9186.89 5228.6
35739 0.092 20.080 0.699 0.97 9187.02 5228.6
35740 0.076 20.080 0.664 0.97 9187.17 5228.6
35741 0.088 20.080 0.696 0.96 9187.30 5228.6
35742 0.068 20.080 0.653 0.97 9187.45 5228.6
35743 0.054 20.080 0.642 0.98 9187.60 5228.6
35744 0.112 20.080 0.663 0.96 9187.73 5228.6
35745 0.078 20.080 0.640 0.97 9187.87 5228.6
35746 0.100 20.080 0.634 0.97 9188.01 5228.6
35747 0.085 20.080 0.673 0.97 9188.14 5228.6
35748 0.092 20.080 0.656 0.96 9188.29 5228.6
35749 0.088 20.080 0.686 0.96 9188.44 5228.6
35751 0.080 20.080 0.652 0.97 9190.89 5228.6
35752 0.074 20.080 0.698 0.97 9191.03 5228.6
35753 0.075 20.080 0.699 0.97 9191.17 5228.6
35754 0.078 20.080 0.684 0.97 9191.31 5228.6
35755 0.078 20.080 0.664 0.97 9191.45 5228.6
35756 0.103 20.080 0.662 0.96 9191.60 5228.6
35757 0.069 20.080 0.721 0.97 9191.74 5228.6
35758 0.113 20.080 0.675 0.96 9191.89 5228.6
35759 0.079 20.080 0.633 0.97 9192.02 5228.6
35760 0.106 20.080 0.627 0.96 9192.16 5228.6
35761 0.070 20.080 0.654 0.97 9192.29 5228.6
35762 0.076 20.080 0.662 0.97 9192.44 5228.6
35763 0.070 20.080 0.680 0.97 9192.57 5228.6
35764 0.089 20.080 0.644 0.97 9192.71 5228.6
35766 0.078 20.080 0.698 0.97 9195.12 5228.6
35767 0.134 20.080 0.653 0.95 9195.26 5228.6
35768 0.065 20.080 0.694 0.98 9195.40 5228.6
35769 0.070 20.080 0.673 0.97 9195.56 5228.6
35770 0.075 20.080 0.650 0.97 9195.71 5228.6
35771 0.077 20.080 0.724 0.97 9195.84 5228.6
35772 0.092 20.080 0.657 0.96 9195.98 5228.6
35773 0.112 20.080 0.625 0.96 9196.12 5228.6
35774 0.070 20.080 0.648 0.97 9196.26 5228.6
35775 0.067 20.080 0.670 0.97 9196.42 5228.6
35776 0.103 20.080 0.721 0.96 9196.55 5228.6
35777 0.079 20.080 0.679 0.97 9196.67 5228.6
35778 0.078 20.080 0.661 0.97 9196.83 5228.6
35779 0.091 20.080 0.671 0.96 9196.94 5228.6
35781 0.089 20.080 0.662 0.97 9199.37 5228.6
35782 0.086 20.080 0.676 0.97 9199.51 5228.6
35783 0.083 20.080 0.710 0.97 9199.65 5228.6
35784 0.067 20.080 0.652 0.98 9199.79 5228.6
35785 0.095 20.080 0.705 0.96 9199.94 5228.6
35786 0.084 20.080 0.713 0.97 9200.08 5228.6
35787 0.070 20.080 0.639 0.98 9200.21 5228.6
35788 0.077 20.080 0.647 0.97 9200.36 5228.6
35789 0.080 20.080 0.648 0.97 9200.49 5228.6
35790 0.089 20.080 0.677 0.97 9200.65 5228.6
35791 0.086 20.080 0.664 0.97 9200.79 5228.6
35792 0.073 20.080 0.695 0.97 9200.92 5228.6
35793 0.102 20.080 0.631 0.96 9201.06 5228.6
35794 0.095 20.080 0.638 0.96 9201.18 5228.6
35795 0.110 20.080 0.832 0.96 9201.25 5228.6
35797 0.069 20.080 0.675 0.97 9203.67 5228.6
35798 0.111 20.080 0.636 0.96 9203.80 5228.6
35799 0.089 20.080 0.694 0.97 9203.94 5228.6
35800 0.087 20.080 0.645 0.97 9204.09 5228.6
35801 0.070 20.080 0.677 0.97 9204.23 5228.6
35802 0.093 20.080 0.629 0.96 9204.36 5228.6
35803 0.086 20.080 0.643 0.97 9204.51 5228.6
35804 0.063 20.080 0.658 0.97 9204.63 5228.6
35805 0.065 20.080 0.706 0.97 9204.76 5228.6
35806 0.076 20.080 0.698 0.97 9204.89 5228.6
35807 0.079 20.080 0.709 0.97 9205.04 5228.6
35808 0.090 20.080 0.642 0.97 9205.17 5228.6
35809 0.088 20.080 0.656 0.96 9205.32 5228.6
35810 0.087 20.080 0.742 0.97 9205.43 5228.6
35811 0.107 20.080 0.688 0.96 9205.52 5228.6
35813 0.075 20.080 0.644 0.97 9207.98 5228.6
35814 0.078 20.080 0.680 0.97 9208.13 5228.6
35815 0.069 20.080 0.662 0.97 9208.28 5228.6
35816 0.083 20.080 0.701 0.97 9208.40 5228.6
35817 0.062 20.080 0.727 0.98 9208.52 5228.6
35818 0.082 20.080 0.670 0.97 9208.65 5228.6
35819 0.084 20.080 0.658 0.97 9208.78 5228.6
35820 0.093 20.080 0.684 0.97 9208.91 5228.6
35821 0.093 20.080 0.627 0.97 9209.07 5228.6
35822 0.076 20.080 0.659 0.97 9209.20 5228.6
35823 0.104 20.080 0.672 0.96 9209.32 5228.6
35824 0.077 20.080 0.648 0.97 9209.47 5228.6
35825 0.074 20.080 0.700 0.97 9209.61 5228.6
35826 0.073 20.080 0.695 0.97 9209.74 5228.6
35827 0.117 20.080 0.637 0.96 9209.84 5228.6
35829 0.081 20.080 0.726 0.97 9212.28 5229.4
35830 0.131 20.080 0.665 0.95 9212.42 5229.4
35831 0.062 20.080 0.671 0.98 9212.56 5229.4
35832 0.086 20.080 0.677 0.96 9212.69 5229.4
35833 0.081 20.080 0.694 0.97 9212.84 5229.4
35834 0.072 20.080 0.670 0.97 9212.97 5229.4
35835 0.075 20.080 0.643 0.97 9213.13 5229.4
35836 0.090 20.080 0.692 0.97 9213.27 5229.4
35837 0.068 20.080 0.695 0.97 9213.40 5229.4
35838 0.077 20.080 0.655 0.97 9213.56 5229.4
35839 0.107 20.080 0.648 0.96 9213.67 5229.4
35840 0.088 20.080 0.680 0.97 9213.80 5229.4
35841 0.078 20.080 0.691 0.97 9213.94 5229.4
35842 0.071 20.080 0.656 0.97 9214.09 5229.4
35844 0.071 20.080 0.675 0.97 9216.52 5231.0
35845 0.087 20.080 0.699 0.97 9216.68 5231.0
35846 0.075 20.080 0.682 0.97 9216.81 5231.0
35847 0.078 20.080 0.658 0.97 9216.96 5231.0
35848 0.108 20.080 0.658 0.96 9217.11 5231.0
35849 0.090 20.080 0.656 0.97 9217.24 5231.0
35850 0.076 20.080 0.711 0.97 9217.38 5231.0
35851 0.092 20.080 0.648 0.97 9217.53 5231.0
35852 0.060 20.080 0.717 0.98 9217.66 5231.0
35853 0.083 20.080 0.658 0.97 9217.80 5231.0
35854 0.091 20.080 0.655 0.97 9217.95 5231.0
35855 0.076 20.080 0.653 0.97 9218.10 5231.0
35856 0.096 20.080 0.659 0.96 9218.22 5231.0
35857 0.084 20.080 0.657 0.97 9218.34 5231.0
35859 0.078 20.080 0.702 0.97 9220.74 5231.5
35860 0.084 20.080 0.697 0.97 9220.88 5231.5
35861 0.072 20.080 0.726 0.97 9221.01 5231.5
35862 0.084 20.080 0.638 0.97 9221.16 5231.5
35863 0.090 20.080 0.636 0.97 9221.30 5231.5
35864 0.090 20.080 0.668 0.97 9221.44 5231.5
35865 0.080 20.080 0.660 0.97 9221.59 5231.5
35866 0.086 20.080 0.668 0.97 9221.72 5231.5
35867 0.109 20.080 0.651 0.96 9221.87 5231.5
35868 0.091 20.080 0.647 0.96 9222.01 5231.5
35869 0.053 20.080 0.678 0.98 9222.15 5231.5
35870 0.070 20.080 0.673 0.97 9222.27 5231.5
35871 0.054 20.080 0.669 0.98 9222.41 5231.5
35872 0.101 20.080 0.625 0.96 9222.55 5231.5
35874 0.124 20.080 0.649 0.95 9224.97 5231.5
35875 0.082 20.080 0.635 0.97 9225.11 5231.5
35876 0.068 20.080 0.675 0.97 9225.26 5231.5
35877 0.103 20.080 0.689 0.96 9225.40 5231.5
35878 0.068 20.080 0.677 0.98 9225.53 5231.5
35879 0.073 20.080 0.659 0.98 9225.68 5231.5
35880 0.086 20.080 0.684 0.97 9225.81 5231.5
35881 0.094 20.080 0.669 0.96 9225.95 5231.5
35882 0.073 20.080 0.694 0.97 9226.09 5231.5
35883 0.086 20.080 0.649 0.97 9226.23 5231.5
35884 0.098 20.080 0.644 0.96 9226.38 5231.5
35885 0.085 20.080 0.695 0.97 9226.52 5231.5
35886 0.063 20.080 0.690 0.97 9226.65 5231.5
35887 0.056 20.080 0.661 0.98 9226.79 5231.5
35889 0.079 20.080 0.629 0.97 9229.20 5234.0
35890 0.096 20.080 0.624 0.97 9229.34 5234.0
35891 0.093 20.080 0.690 0.96 9229.48 5234.0
35892 0.071 20.080 0.642 0.97 9229.62 5234.0
35893 0.089 20.080 0.718 0.97 9229.75 5234.0
35894 0.071 20.080 0.674 0.98 9229.89 5234.0
35895 0.087 20.080 0.721 0.97 9230.01 5234.0
35896 0.060 20.080 0.706 0.98 9230.16 5234.0
35897 0.071 20.080 0.684 0.97 9230.29 5234.0
35898 0.129 20.080 0.658 0.95 9230.43 5234.0
35899 0.075 20.080 0.722 0.97 9230.58 5234.0
35900 0.086 20.080 0.664 0.97 9230.73 5234.0
35901 0.087 20.080 0.631 0.96 9230.86 5234.0
35902 0.080 20.080 0.652 0.97 9230.98 5234.0
35903 0.097 20.080 0.636 0.96 9231.09 5234.0
